"NID","temp","humidity","battery_level","UT","Longitude","Latitude","State"
4433,83,61.3,0.71,"2015-09-11 06:00:00",-97.44327,32.73516,"Fort Bliss"
3833,78.9,50.6,0.91,"2015-03-27 06:00:00",-81.46923,27.7058,"Hurlburt"
4065,68.1,69.4,0.84,"2015-10-28 12:00:00",-81.54641,27.7201,"Hurlburt"
3897,58.8,56.4,0.93,"2015-01-27 18:00:00",-75.00357,45.27926,"Fort drum"
4118,95.7,90.9,0.69,"2015-10-08 18:00:00",-81.53451,27.72172,"Hurlburt"
4109,80.7,50.9,0.83,"2015-10-20 18:00:00",-74.97159,45.23353,"Fort drum"
4141,97.3,88,0.78,"2016-03-23 06:00:00",-75.00767,45.23878,"Fort drum"
3865,59.1,95.1,0.72,"2016-08-12 18:00:00",-100.03183,41.50625,"Camp Ashland"
4222,68.3,61.2,0.73,"2016-08-01 12:00:00",-115.49695,36.37476,"Hawthorne"
4135,86.5,80.6,0.73,"2015-08-29 12:00:00",-74.9905,45.25962,"Fort drum"
3915,84.7,97,0.73,"2016-07-12 12:00:00",-97.46726,32.74475,"Fort Bliss"
3966,66,66.5,0.83,"2015-11-15 00:00:00",-115.5264,36.43856,"Hawthorne"
3763,55,69.1,0.92,"2015-02-24 00:00:00",-99.96093,41.45484,"Camp Ashland"
3693,73.7,63.2,0.48,"2016-02-14 00:00:00",-74.95356,45.26612,"Fort drum"
3991,85.4,74.5,0.82,"2015-12-02 06:00:00",-75.00906,45.21474,"Fort drum"
4310,74.2,67.6,0.76,"2016-05-10 06:00:00",-99.97013,41.50806,"Camp Ashland"
4121,74,89.5,0.75,"2016-06-11 12:00:00",-100.03726,41.51464,"Camp Ashland"
3565,70,71.5,0.57,"2015-11-24 12:00:00",-99.98972,41.49483,"Camp Ashland"
4407,67.9,109.2,0.73,"2016-08-03 06:00:00",-81.47339,27.66155,"Hurlburt"
3916,98.1,105.7,0.86,"2015-08-07 12:00:00",-99.97327,41.53418,"Camp Ashland"
3916,101,90.9,0.88,"2015-05-29 18:00:00",-99.97327,41.53418,"Camp Ashland"
3535,62.6,82.2,0.79,"2016-02-25 06:00:00",-97.49487,32.74335,"Fort Bliss"
3561,82,46.3,0.76,"2015-06-07 06:00:00",-100.0272,41.497,"Camp Ashland"
3631,55,102.7,0.92,"2015-02-22 00:00:00",-97.46347,32.73806,"Fort Bliss"
4187,97.8,89.8,0.73,"2016-07-23 00:00:00",-97.4721,32.77283,"Fort Bliss"
3975,98,66.9,0.72,"2016-08-19 12:00:00",-97.40872,32.78419,"Fort Bliss"
3918,69.2,74,0.75,"2016-05-15 12:00:00",-81.50456,27.65612,"Hurlburt"
4420,55.7,70.3,0.79,"2016-01-31 06:00:00",-81.5306,27.7307,"Hurlburt"
4187,58.2,63.4,0.9,"2015-04-02 06:00:00",-97.4721,32.77283,"Fort Bliss"
3535,98,52.9,0.91,"2015-03-13 00:00:00",-97.49487,32.74335,"Fort Bliss"
4141,61.2,45.7,0.75,"2016-06-07 12:00:00",-75.00767,45.23878,"Fort drum"
3736,62.1,62.1,0.83,"2015-10-23 00:00:00",-75.03974,45.2421,"Fort drum"
4031,98.8,69.5,0.9,"2015-04-14 18:00:00",-75.02076,45.24581,"Fort drum"
3985,60.3,74.4,0.88,"2015-06-16 12:00:00",-115.51587,36.42559,"Hawthorne"
3814,60.3,52.2,0.89,"2015-05-12 12:00:00",-100.02974,41.52101,"Camp Ashland"
4433,83.2,59.8,0.62,"2016-01-06 12:00:00",-97.44327,32.73516,"Fort Bliss"
3824,66.3,77.7,0.81,"2015-06-15 06:00:00",-115.48108,36.36495,"Hawthorne"
4420,92.8,57.4,0.83,"2015-10-23 06:00:00",-81.5306,27.7307,"Hurlburt"
3907,86.2,82.2,0.88,"2015-05-30 12:00:00",-81.47758,27.67185,"Hurlburt"
4499,68.9,72,0.8,"2016-01-08 00:00:00",-81.50685,27.67311,"Hurlburt"
3824,73,61.1,0.93,"2015-01-09 06:00:00",-115.48108,36.36495,"Hawthorne"
3859,83.5,73,0.78,"2016-03-06 12:00:00",-97.47589,32.79332,"Fort Bliss"
4133,92.5,105.7,0.85,"2015-09-07 12:00:00",-115.47493,36.43337,"Hawthorne"
3985,64.1,79.3,0.75,"2016-06-06 12:00:00",-115.51587,36.42559,"Hawthorne"
3897,61.1,66.4,0.83,"2015-10-20 00:00:00",-75.00357,45.27926,"Fort drum"
3681,98.4,59.9,0.89,"2015-05-23 18:00:00",-100.02803,41.53253,"Camp Ashland"
4443,107.6,83.6,0.77,"2016-03-25 18:00:00",-97.4717,32.78845,"Fort Bliss"
4167,62.4,82.6,0.77,"2016-04-14 00:00:00",-81.48386,27.65824,"Hurlburt"
3715,80.7,97.5,0.85,"2015-09-30 06:00:00",-74.9937,45.22259,"Fort drum"
4065,103.2,94.8,0.76,"2016-05-07 06:00:00",-81.54641,27.7201,"Hurlburt"
3933,103.1,96.7,0.79,"2015-06-28 00:00:00",-74.95027,45.26996,"Fort drum"
4499,76,86,0.94,"2015-01-07 00:00:00",-81.50685,27.67311,"Hurlburt"
3991,68.7,71.6,0.74,"2016-07-01 18:00:00",-75.00906,45.21474,"Fort drum"
4433,92.5,73.8,0.77,"2015-07-03 06:00:00",-97.44327,32.73516,"Fort Bliss"
4141,72.7,62.3,0.86,"2015-08-16 00:00:00",-75.00767,45.23878,"Fort drum"
3902,55.5,109.6,0.76,"2016-05-18 12:00:00",-97.48731,32.79546,"Fort Bliss"
4040,106.3,85.5,0.78,"2016-02-22 18:00:00",-115.52342,36.43653,"Hawthorne"
3728,100.5,87.4,0.9,"2015-04-20 18:00:00",-74.95018,45.22991,"Fort drum"
3588,58.7,100.2,0.88,"2015-06-10 12:00:00",-100.04144,41.53507,"Camp Ashland"
3577,96.9,73.2,0.82,"2015-11-12 12:00:00",-97.44644,32.77142,"Fort Bliss"
4222,72.7,51.5,0.76,"2016-05-09 06:00:00",-115.49695,36.37476,"Hawthorne"
3734,69.8,81.6,0.79,"2016-02-07 12:00:00",-115.52564,36.43696,"Hawthorne"
3734,85.3,96.7,0.92,"2015-02-25 12:00:00",-115.52564,36.43696,"Hawthorne"
3577,91.7,72.9,0.81,"2015-12-23 00:00:00",-97.44644,32.77142,"Fort Bliss"
4187,93.3,79.1,0.87,"2015-07-17 18:00:00",-97.4721,32.77283,"Fort Bliss"
4129,95.3,81.9,0.73,"2016-08-10 12:00:00",-81.49266,27.70068,"Hurlburt"
4135,71.4,88.2,0.77,"2015-07-08 00:00:00",-74.9905,45.25962,"Fort drum"
3859,94.2,67.9,0.8,"2016-01-23 12:00:00",-97.47589,32.79332,"Fort Bliss"
4487,92.2,81.3,0.89,"2015-05-20 18:00:00",-115.54708,36.39182,"Hawthorne"
4040,100.3,91.3,0.81,"2015-11-30 18:00:00",-115.52342,36.43653,"Hawthorne"
3810,57.5,45.7,0.9,"2015-04-29 12:00:00",-115.49047,36.42567,"Hawthorne"
3810,86.9,76.3,0.93,"2015-02-11 00:00:00",-115.49047,36.42567,"Hawthorne"
3631,63,69.8,0.78,"2016-03-12 06:00:00",-97.46347,32.73806,"Fort Bliss"
3561,84,66.1,0.75,"2015-06-21 00:00:00",-100.0272,41.497,"Camp Ashland"
3800,56.9,60.8,0.88,"2015-06-20 06:00:00",-81.46387,27.65836,"Hurlburt"
4438,85.1,73.8,0.82,"2015-12-07 18:00:00",-74.95445,45.27624,"Fort drum"
4104,109.8,48.7,0.94,"2015-01-02 18:00:00",-97.43316,32.77631,"Fort Bliss"
3961,76.6,90,0.87,"2015-07-24 18:00:00",-81.45786,27.66912,"Hurlburt"
4141,105.4,57.7,0.75,"2016-05-22 12:00:00",-75.00767,45.23878,"Fort drum"
3535,86.3,81.8,0.81,"2015-12-23 18:00:00",-97.49487,32.74335,"Fort Bliss"
3688,62.4,79.3,0.83,"2015-10-21 00:00:00",-97.44618,32.7234,"Fort Bliss"
3909,82.6,46.5,0.88,"2015-07-03 00:00:00",-100.04842,41.54721,"Camp Ashland"
3630,108.7,65.4,0.82,"2015-11-17 00:00:00",-100.03085,41.49482,"Camp Ashland"
3688,56.1,76.8,0.86,"2015-08-10 12:00:00",-97.44618,32.7234,"Fort Bliss"
3933,95,93.8,0.79,"2015-07-04 06:00:00",-74.95027,45.26996,"Fort drum"
3577,69.3,104.6,0.74,"2016-06-20 18:00:00",-97.44644,32.77142,"Fort Bliss"
4232,57.3,72.1,0.74,"2016-07-02 06:00:00",-100.01624,41.46461,"Camp Ashland"
4118,99.6,104.7,0.69,"2015-10-10 12:00:00",-81.53451,27.72172,"Hurlburt"
4040,58.3,63.3,0.9,"2015-04-10 00:00:00",-115.52342,36.43653,"Hawthorne"
4247,98.5,106.3,0.9,"2015-04-30 00:00:00",-100.00995,41.49106,"Camp Ashland"
4354,90.7,109.3,0.5,"2016-01-24 06:00:00",-97.45821,32.80996,"Fort Bliss"
3963,80.6,73.1,0.86,"2015-08-23 12:00:00",-97.46018,32.78075,"Fort Bliss"
4443,64.1,57.7,0.75,"2016-06-05 00:00:00",-97.4717,32.78845,"Fort Bliss"
4499,68.2,55.4,0.78,"2016-03-19 00:00:00",-81.50685,27.67311,"Hurlburt"
4002,109.5,99.7,0.89,"2015-05-03 18:00:00",-99.99636,41.49527,"Camp Ashland"
3728,97.8,97.5,0.73,"2016-07-29 00:00:00",-74.95018,45.22991,"Fort drum"
4367,58.4,67.1,0.78,"2015-07-08 00:00:00",-74.986,45.26082,"Fort drum"
3565,79.1,63.8,0.34,"2016-06-21 06:00:00",-99.98972,41.49483,"Camp Ashland"
3678,93.2,98.1,0.87,"2015-06-29 18:00:00",-115.46928,36.39847,"Hawthorne"
4438,109.6,79.3,0.8,"2016-02-04 00:00:00",-74.95445,45.27624,"Fort drum"
4340,78.6,97.4,0.87,"2015-07-14 18:00:00",-115.45178,36.43805,"Hawthorne"
3715,78.5,94.4,0.88,"2015-06-10 00:00:00",-74.9937,45.22259,"Fort drum"
4401,91.8,69.6,0.84,"2015-10-04 06:00:00",-74.98549,45.21944,"Fort drum"
4162,73.2,99.4,0.42,"2016-04-08 06:00:00",-97.44917,32.73673,"Fort Bliss"
4407,104.5,48.2,0.89,"2015-05-19 12:00:00",-81.47339,27.66155,"Hurlburt"
3604,67.8,48.1,0.86,"2015-08-02 12:00:00",-100.01375,41.46745,"Camp Ashland"
3998,55.8,105.3,0.45,"2016-07-20 18:00:00",-74.99192,45.23865,"Fort drum"
3673,78.1,91.7,0.88,"2015-06-07 00:00:00",-99.96615,41.50205,"Camp Ashland"
4354,95.2,52.5,0.28,"2016-08-14 06:00:00",-97.45821,32.80996,"Fort Bliss"
4340,103.8,82.3,0.89,"2015-06-02 06:00:00",-115.45178,36.43805,"Hawthorne"
3764,63.7,80.6,0.77,"2016-04-10 12:00:00",-115.47118,36.36853,"Hawthorne"
4071,98.8,71.2,0.78,"2016-03-11 06:00:00",-81.54179,27.71191,"Hurlburt"
3902,108.6,69.6,0.83,"2015-11-02 06:00:00",-97.48731,32.79546,"Fort Bliss"
3963,95.9,96.5,0.92,"2015-02-14 06:00:00",-97.46018,32.78075,"Fort Bliss"
4438,77,105.9,0.81,"2016-01-04 18:00:00",-74.95445,45.27624,"Fort drum"
3513,83.1,60.1,0.8,"2016-01-12 12:00:00",-74.98968,45.20481,"Fort drum"
4354,67.6,109.1,0.58,"2015-11-18 18:00:00",-97.45821,32.80996,"Fort Bliss"
3830,84.3,109.6,0.84,"2015-09-26 18:00:00",-74.96081,45.25824,"Fort drum"
3958,63.1,54.2,0.83,"2015-10-18 06:00:00",-81.46669,27.74579,"Hurlburt"
3998,97.9,67.4,0.73,"2015-08-28 18:00:00",-74.99192,45.23865,"Fort drum"
3565,74.4,104.4,0.55,"2015-12-10 00:00:00",-99.98972,41.49483,"Camp Ashland"
3718,98.2,48.2,0.84,"2015-09-14 06:00:00",-75.04029,45.22394,"Fort drum"
4197,70.1,66.6,0.77,"2016-04-07 06:00:00",-97.4297,32.79111,"Fort Bliss"
3800,85.3,64.3,0.81,"2015-12-15 12:00:00",-81.46387,27.65836,"Hurlburt"
4167,84.6,52.7,0.82,"2015-12-05 00:00:00",-81.48386,27.65824,"Hurlburt"
3824,93.8,75.9,0.58,"2016-02-24 06:00:00",-115.48108,36.36495,"Hawthorne"
3848,88.7,62.7,0.76,"2016-05-08 18:00:00",-74.99701,45.24351,"Fort drum"
4351,65.8,71.1,0.8,"2016-01-16 12:00:00",-74.95286,45.26563,"Fort drum"
4031,92.1,49.1,0.93,"2015-02-07 06:00:00",-75.02076,45.24581,"Fort drum"
3958,108.2,55.2,0.91,"2015-04-06 06:00:00",-81.46669,27.74579,"Hurlburt"
3985,83,106.4,0.75,"2016-06-09 00:00:00",-115.51587,36.42559,"Hawthorne"
4104,107,73.6,0.79,"2016-01-28 12:00:00",-97.43316,32.77631,"Fort Bliss"
4310,68,77.7,0.72,"2016-08-14 18:00:00",-99.97013,41.50806,"Camp Ashland"
4351,89.8,57,0.93,"2015-02-08 18:00:00",-74.95286,45.26563,"Fort drum"
4340,106,65.5,0.82,"2015-12-01 00:00:00",-115.45178,36.43805,"Hawthorne"
4208,61.8,96.9,0.92,"2015-03-03 12:00:00",-81.52652,27.69622,"Hurlburt"
3670,64.8,54.1,0.79,"2016-02-15 00:00:00",-115.47914,36.39666,"Hawthorne"
3814,81.5,53.9,0.76,"2016-05-05 06:00:00",-100.02974,41.52101,"Camp Ashland"
4091,58.9,54.6,0.83,"2015-11-09 06:00:00",-100.02732,41.45441,"Camp Ashland"
3908,85.1,71.2,0.93,"2015-01-31 12:00:00",-81.52576,27.71139,"Hurlburt"
3961,91.3,101.9,0.75,"2016-05-31 00:00:00",-81.45786,27.66912,"Hurlburt"
4421,84.2,70.5,0.84,"2015-09-13 18:00:00",-100.02554,41.53354,"Camp Ashland"
4236,99.6,51.1,0.5,"2016-05-18 18:00:00",-97.49781,32.8115,"Fort Bliss"
3806,64.5,100.7,0.82,"2015-11-18 06:00:00",-115.51603,36.43371,"Hawthorne"
4488,86.1,47,0.85,"2015-08-30 18:00:00",-81.51338,27.71698,"Hurlburt"
3623,59.8,75.7,0.84,"2015-10-13 00:00:00",-115.52572,36.36664,"Hawthorne"
3958,101.9,98.9,0.74,"2016-06-29 18:00:00",-81.46669,27.74579,"Hurlburt"
3961,83.9,76.4,0.74,"2016-06-27 12:00:00",-81.45786,27.66912,"Hurlburt"
3630,60.5,80.1,0.89,"2015-05-13 00:00:00",-100.03085,41.49482,"Camp Ashland"
4236,108.2,90.8,0.85,"2015-04-08 06:00:00",-97.49781,32.8115,"Fort Bliss"
4317,107.6,92,0.73,"2016-07-16 18:00:00",-81.47437,27.73138,"Hurlburt"
3918,108.7,89.4,0.84,"2015-10-15 06:00:00",-81.50456,27.65612,"Hurlburt"
3604,103.1,78.4,0.72,"2016-08-10 12:00:00",-100.01375,41.46745,"Camp Ashland"
3734,64.3,59.6,0.79,"2016-02-26 18:00:00",-115.52564,36.43696,"Hawthorne"
3528,78,101.8,0.87,"2015-07-20 00:00:00",-97.47912,32.79395,"Fort Bliss"
3604,70.4,86.8,0.79,"2016-03-01 18:00:00",-100.01375,41.46745,"Camp Ashland"
3806,109.9,97.1,0.91,"2015-04-02 00:00:00",-115.51603,36.43371,"Hawthorne"
4292,75.3,60.6,0.77,"2016-04-11 18:00:00",-74.96775,45.21805,"Fort drum"
4232,110,95,0.83,"2015-10-21 06:00:00",-100.01624,41.46461,"Camp Ashland"
3588,73.2,105.1,0.77,"2016-04-20 18:00:00",-100.04144,41.53507,"Camp Ashland"
4467,63.4,94.4,0.47,"2016-02-14 06:00:00",-99.99897,41.49113,"Camp Ashland"
4071,96.1,91,0.78,"2016-02-28 06:00:00",-81.54179,27.71191,"Hurlburt"
4117,103.4,51.1,0.87,"2015-07-26 06:00:00",-115.452,36.44293,"Hawthorne"
4229,88.1,62.5,0.85,"2015-09-04 18:00:00",-75.04921,45.28741,"Fort drum"
3764,91.6,48.9,0.82,"2015-11-17 06:00:00",-115.47118,36.36853,"Hawthorne"
3917,57.6,87.5,0.87,"2015-06-24 12:00:00",-74.99922,45.24809,"Fort drum"
3565,104.1,54.2,0.68,"2015-08-22 06:00:00",-99.98972,41.49483,"Camp Ashland"
4129,60,85.7,0.87,"2015-07-25 06:00:00",-81.49266,27.70068,"Hurlburt"
4135,109.3,60.4,0.59,"2016-02-07 12:00:00",-74.9905,45.25962,"Fort drum"
4162,92.2,104.9,0.29,"2016-07-30 00:00:00",-97.44917,32.73673,"Fort Bliss"
4247,94.3,72.2,0.89,"2015-05-19 00:00:00",-100.00995,41.49106,"Camp Ashland"
4167,58.8,82.7,0.89,"2015-05-18 18:00:00",-81.48386,27.65824,"Hurlburt"
3902,107.9,69.1,0.89,"2015-05-30 06:00:00",-97.48731,32.79546,"Fort Bliss"
3915,84.3,53,0.74,"2016-06-28 12:00:00",-97.46726,32.74475,"Fort Bliss"
3806,66.3,69.3,0.88,"2015-06-08 18:00:00",-115.51603,36.43371,"Hawthorne"
3734,82.5,63.1,0.76,"2016-04-21 00:00:00",-115.52564,36.43696,"Hawthorne"
3806,88.9,93.4,0.77,"2016-03-26 06:00:00",-115.51603,36.43371,"Hawthorne"
4001,108.8,61.5,0.79,"2016-02-25 12:00:00",-97.49712,32.77108,"Fort Bliss"
4420,100.2,93.5,0.73,"2016-07-16 18:00:00",-81.5306,27.7307,"Hurlburt"
3902,60,77.7,0.83,"2015-10-29 12:00:00",-97.48731,32.79546,"Fort Bliss"
4135,94.1,97.9,0.91,"2015-02-08 00:00:00",-74.9905,45.25962,"Fort drum"
3918,80.8,107.6,0.9,"2015-05-01 06:00:00",-81.50456,27.65612,"Hurlburt"
3535,96.2,62.7,0.74,"2016-06-14 06:00:00",-97.49487,32.74335,"Fort Bliss"
3679,74,105.1,0.75,"2016-06-04 12:00:00",-115.5269,36.43018,"Hawthorne"
4443,73.8,45.7,0.84,"2015-10-08 00:00:00",-97.4717,32.78845,"Fort Bliss"
3835,79.6,58.7,0.93,"2015-02-01 12:00:00",-81.54351,27.73274,"Hurlburt"
4232,92.2,82.7,0.73,"2016-07-30 00:00:00",-100.01624,41.46461,"Camp Ashland"
3678,58.9,93.1,0.84,"2015-10-02 18:00:00",-115.46928,36.39847,"Hawthorne"
3793,108.3,69.4,0.94,"2015-01-17 12:00:00",-81.53213,27.70878,"Hurlburt"
4167,107,99.6,0.78,"2016-03-15 12:00:00",-81.48386,27.65824,"Hurlburt"
3865,66.8,49.5,0.76,"2016-05-23 12:00:00",-100.03183,41.50625,"Camp Ashland"
4448,70,58.4,0.75,"2016-06-12 00:00:00",-99.9792,41.51784,"Camp Ashland"
4401,60.8,67.5,0.73,"2016-08-02 06:00:00",-74.98549,45.21944,"Fort drum"
3990,75.5,59.4,0.86,"2015-08-23 06:00:00",-97.49387,32.72571,"Fort Bliss"
4138,58.2,73.5,0.85,"2015-09-21 18:00:00",-115.47223,36.37771,"Hawthorne"
3917,99.2,53.3,0.74,"2016-06-27 12:00:00",-74.99922,45.24809,"Fort drum"
4118,93.2,65.8,0.61,"2016-01-10 06:00:00",-81.53451,27.72172,"Hurlburt"
4091,81.5,91.4,0.84,"2015-09-26 12:00:00",-100.02732,41.45441,"Camp Ashland"
3824,80.8,66.1,0.45,"2016-07-17 06:00:00",-115.48108,36.36495,"Hawthorne"
4407,75.4,77.6,0.73,"2016-07-20 18:00:00",-81.47339,27.66155,"Hurlburt"
3800,57.3,75.9,0.87,"2015-07-22 12:00:00",-81.46387,27.65836,"Hurlburt"
3764,88.2,99.6,0.76,"2016-05-10 18:00:00",-115.47118,36.36853,"Hawthorne"
4138,98.3,54.1,0.88,"2015-06-22 18:00:00",-115.47223,36.37771,"Hawthorne"
3961,75.8,98.2,0.76,"2016-05-09 06:00:00",-81.45786,27.66912,"Hurlburt"
3814,92.8,92,0.91,"2015-04-05 06:00:00",-100.02974,41.52101,"Camp Ashland"
4129,72.9,62.3,0.91,"2015-04-03 12:00:00",-81.49266,27.70068,"Hurlburt"
3990,63.4,66.3,0.86,"2015-08-08 06:00:00",-97.49387,32.72571,"Fort Bliss"
4499,72.8,90.7,0.78,"2016-03-16 00:00:00",-81.50685,27.67311,"Hurlburt"
4443,93,99.4,0.79,"2016-02-17 00:00:00",-97.4717,32.78845,"Fort Bliss"
3681,100.3,94.4,0.74,"2016-06-24 00:00:00",-100.02803,41.53253,"Camp Ashland"
4351,72.8,56.9,0.87,"2015-06-29 06:00:00",-74.95286,45.26563,"Fort drum"
3577,106.6,68.6,0.93,"2015-01-23 06:00:00",-97.44644,32.77142,"Fort Bliss"
3806,99.4,66.1,0.92,"2015-02-24 18:00:00",-115.51603,36.43371,"Hawthorne"
3833,95.8,109.4,0.94,"2015-01-01 12:00:00",-81.46923,27.7058,"Hurlburt"
4351,69.5,94.7,0.78,"2016-03-12 00:00:00",-74.95286,45.26563,"Fort drum"
3693,74.4,78.7,0.77,"2015-05-27 00:00:00",-74.95356,45.26612,"Fort drum"
4317,78.3,46.3,0.77,"2016-04-24 12:00:00",-81.47437,27.73138,"Hurlburt"
3969,98.4,74.6,0.85,"2015-08-30 12:00:00",-100.04489,41.47893,"Camp Ashland"
3728,78.9,103.3,0.92,"2015-02-26 00:00:00",-74.95018,45.22991,"Fort drum"
4236,63.6,67.8,0.67,"2015-11-03 00:00:00",-97.49781,32.8115,"Fort Bliss"
4117,98.4,47.1,0.93,"2015-01-31 00:00:00",-115.452,36.44293,"Hawthorne"
3728,69.3,104.6,0.83,"2015-10-23 00:00:00",-74.95018,45.22991,"Fort drum"
4186,96.9,101.4,0.78,"2016-02-28 12:00:00",-81.52691,27.74779,"Hurlburt"
4133,98.5,109.9,0.75,"2016-05-22 12:00:00",-115.47493,36.43337,"Hawthorne"
4138,92.3,62.1,0.88,"2015-06-09 00:00:00",-115.47223,36.37771,"Hawthorne"
4109,100.7,81.3,0.94,"2015-01-07 00:00:00",-74.97159,45.23353,"Fort drum"
3998,80,92.3,0.63,"2015-12-26 06:00:00",-74.99192,45.23865,"Fort drum"
3966,77.6,72.1,0.78,"2016-03-18 18:00:00",-115.5264,36.43856,"Hawthorne"
3630,87.2,54.6,0.94,"2015-01-01 18:00:00",-100.03085,41.49482,"Camp Ashland"
3830,88.2,74.2,0.81,"2016-01-05 06:00:00",-74.96081,45.25824,"Fort drum"
4001,94.5,82.5,0.85,"2015-08-28 00:00:00",-97.49712,32.77108,"Fort Bliss"
4277,69,59.2,0.85,"2015-09-25 18:00:00",-115.45626,36.39939,"Hawthorne"
4487,73.1,62.8,0.74,"2016-06-26 18:00:00",-115.54708,36.39182,"Hawthorne"
3888,57.2,81.8,0.93,"2015-01-27 18:00:00",-97.42542,32.8131,"Fort Bliss"
4135,94.9,100.4,0.44,"2016-08-03 12:00:00",-74.9905,45.25962,"Fort drum"
4236,66.5,64.2,0.85,"2015-04-12 06:00:00",-97.49781,32.8115,"Fort Bliss"
4367,78.8,95.7,0.61,"2016-01-26 00:00:00",-74.986,45.26082,"Fort drum"
4236,92.3,105,0.73,"2015-08-23 00:00:00",-97.49781,32.8115,"Fort Bliss"
3679,85.3,93.1,0.84,"2015-09-12 00:00:00",-115.5269,36.43018,"Hawthorne"
3806,105.2,86.8,0.85,"2015-09-14 00:00:00",-115.51603,36.43371,"Hawthorne"
4277,105.7,57.7,0.94,"2015-01-14 06:00:00",-115.45626,36.39939,"Hawthorne"
3688,98.8,94.1,0.86,"2015-07-27 18:00:00",-97.44618,32.7234,"Fort Bliss"
3700,57.2,66,0.81,"2015-11-28 06:00:00",-99.95644,41.48475,"Camp Ashland"
3763,77.9,66.9,0.92,"2015-03-11 00:00:00",-99.96093,41.45484,"Camp Ashland"
4031,89.7,57.9,0.72,"2016-08-13 18:00:00",-75.02076,45.24581,"Fort drum"
4104,105.2,101.5,0.9,"2015-04-22 18:00:00",-97.43316,32.77631,"Fort Bliss"
3969,93,87.9,0.94,"2015-01-03 12:00:00",-100.04489,41.47893,"Camp Ashland"
3908,73.6,62.4,0.76,"2016-05-07 18:00:00",-81.52576,27.71139,"Hurlburt"
4292,58.4,92.2,0.86,"2015-08-02 00:00:00",-74.96775,45.21805,"Fort drum"
3588,90.6,82.4,0.78,"2016-03-01 00:00:00",-100.04144,41.53507,"Camp Ashland"
3679,65,99.9,0.93,"2015-01-16 18:00:00",-115.5269,36.43018,"Hawthorne"
4467,88.4,75.6,0.65,"2015-09-22 06:00:00",-99.99897,41.49113,"Camp Ashland"
4197,67.7,89.6,0.73,"2016-08-02 12:00:00",-97.4297,32.79111,"Fort Bliss"
3915,87.7,80.9,0.8,"2016-01-04 12:00:00",-97.46726,32.74475,"Fort Bliss"
4407,79.8,56.7,0.81,"2015-12-20 00:00:00",-81.47339,27.66155,"Hurlburt"
3693,86.1,63.7,0.74,"2015-06-24 06:00:00",-74.95356,45.26612,"Fort drum"
3592,88.9,103.8,0.73,"2016-07-22 18:00:00",-100.049,41.45603,"Camp Ashland"
4375,87.3,52,0.81,"2015-06-05 12:00:00",-99.99663,41.45154,"Camp Ashland"
3577,77.1,78.9,0.79,"2016-02-02 00:00:00",-97.44644,32.77142,"Fort Bliss"
4472,95.3,98.3,0.94,"2015-01-12 18:00:00",-97.423,32.77893,"Fort Bliss"
3718,65,84.5,0.89,"2015-05-12 12:00:00",-75.04029,45.22394,"Fort drum"
3835,95.1,77.6,0.9,"2015-04-22 06:00:00",-81.54351,27.73274,"Hurlburt"
4268,77.5,76.1,0.88,"2015-05-31 18:00:00",-81.53514,27.70049,"Hurlburt"
3833,85.4,97.4,0.86,"2015-08-15 00:00:00",-81.46923,27.7058,"Hurlburt"
4340,83.1,71.5,0.84,"2015-10-06 12:00:00",-115.45178,36.43805,"Hawthorne"
4129,81.9,93.7,0.87,"2015-07-25 12:00:00",-81.49266,27.70068,"Hurlburt"
3577,62.9,95.3,0.78,"2016-02-22 12:00:00",-97.44644,32.77142,"Fort Bliss"
4262,99.8,65,0.73,"2016-08-04 00:00:00",-115.49963,36.4456,"Hawthorne"
3715,63.5,104.8,0.94,"2015-01-04 06:00:00",-74.9937,45.22259,"Fort drum"
3763,86.8,77.8,0.73,"2016-07-30 06:00:00",-99.96093,41.45484,"Camp Ashland"
4148,102.2,102.6,0.9,"2015-04-23 18:00:00",-115.49922,36.36511,"Hawthorne"
4354,96.8,66.1,0.77,"2015-05-24 00:00:00",-97.45821,32.80996,"Fort Bliss"
3736,61.9,69.1,0.92,"2015-02-27 00:00:00",-75.03974,45.2421,"Fort drum"
3623,56.6,45.2,0.75,"2016-05-24 18:00:00",-115.52572,36.36664,"Hawthorne"
3859,80.6,47,0.75,"2016-06-01 12:00:00",-97.47589,32.79332,"Fort Bliss"
4247,103.7,91.2,0.78,"2016-03-10 00:00:00",-100.00995,41.49106,"Camp Ashland"
3916,81.7,86.4,0.76,"2016-05-01 12:00:00",-99.97327,41.53418,"Camp Ashland"
4031,99,68.7,0.94,"2015-01-08 18:00:00",-75.02076,45.24581,"Fort drum"
3528,61.9,102,0.8,"2016-01-11 06:00:00",-97.47912,32.79395,"Fort Bliss"
3588,83.3,63,0.72,"2016-08-09 06:00:00",-100.04144,41.53507,"Camp Ashland"
3917,56,70.8,0.74,"2016-07-09 18:00:00",-74.99922,45.24809,"Fort drum"
4167,59.5,86.6,0.82,"2015-11-28 18:00:00",-81.48386,27.65824,"Hurlburt"
4488,100,88.1,0.78,"2016-03-22 06:00:00",-81.51338,27.71698,"Hurlburt"
3630,75.5,64.1,0.88,"2015-06-22 06:00:00",-100.03085,41.49482,"Camp Ashland"
3670,68,95.8,0.78,"2016-03-13 18:00:00",-115.47914,36.39666,"Hawthorne"
4472,105.3,86,0.86,"2015-08-02 06:00:00",-97.423,32.77893,"Fort Bliss"
