"","grade","male","raceeth","preschool","expectBachelors","motherHS","motherBachelors","motherWork","fatherHS","fatherBachelors","fatherWork","selfBornUS","motherBornUS","fatherBornUS","englishAtHome","computerForSchoolwork","read30MinsADay","minutesPerWeekEnglish","studentsInEnglish","schoolHasLibrary","publicSchool","urban","schoolSize","readingScore"
"679",10,0,"White",1,1,1,1,1,1,1,0,1,1,1,1,1,0,270,20,1,1,0,389,565.67
"680",10,1,"White",1,1,NA,1,0,1,1,1,1,1,1,1,1,0,270,20,1,1,0,389,631.53
"681",10,0,"White",0,0,1,0,1,1,0,1,1,1,0,1,1,0,270,9,1,1,0,389,537.63
"682",10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,0,0,450,20,1,1,0,389,566.11
"683",10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,270,20,1,1,0,389,560.34
"684",10,0,"White",1,0,1,1,1,1,1,1,1,1,1,1,1,0,180,14,1,1,0,389,379.55
"685",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,0,0,270,20,1,1,0,389,533.02
"686",10,1,"White",1,1,1,1,0,1,0,1,1,1,1,1,1,0,540,20,1,1,0,389,542.14
"687",10,0,"White",1,0,1,0,0,1,NA,1,1,1,1,1,1,0,220,22,1,1,0,846,449.85
"688",10,0,"White",0,1,1,0,1,0,0,0,1,1,1,1,1,0,200,20,1,1,0,846,522.54
"689",9,0,"American Indian/Alaska Native",1,1,0,0,1,1,0,1,1,1,1,1,1,0,180,NA,1,1,0,846,398.21
"690",9,1,"White",1,0,0,NA,1,0,NA,1,1,1,1,1,NA,0,180,20,1,1,0,846,399.76
"691",11,0,"White",0,0,1,0,1,1,0,1,0,0,0,0,1,1,200,23,1,1,0,846,393.92
"692",10,1,"White",1,1,NA,0,0,1,0,1,1,1,1,1,1,0,200,17,1,1,0,846,345.17
"693",10,0,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,0,200,22,1,1,0,846,537
"694",11,0,"Hispanic",1,0,1,0,1,NA,NA,NA,1,1,1,1,1,1,1440,40,1,1,0,846,498.63
"695",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,240,13,0,1,0,846,496.21
"696",9,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,NA,50,NA,1,0,846,332.34
"697",9,1,"White",0,1,0,0,0,0,0,1,0,0,0,0,1,0,180,18,1,1,0,846,377.64
"698",10,1,"White",0,0,NA,NA,1,NA,NA,1,0,0,0,0,0,0,NA,15,1,1,0,846,419.49
"699",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,200,20,1,1,0,846,555.9
"700",11,1,"White",NA,0,1,0,0,0,0,1,1,1,1,1,0,0,275,25,1,1,0,1411,434.24
"701",10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,240,25,1,1,0,1411,497.09
"702",11,0,"Black",1,1,1,0,1,1,0,1,1,0,0,1,1,1,55,30,1,1,0,1411,445.64
"703",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,NA,NA,1,1,0,1411,502.14
"704",10,1,"Black",1,0,1,0,1,NA,NA,NA,1,1,1,1,1,0,120,28,1,1,0,1411,484.42
"705",9,0,"More than one race",1,1,1,0,1,0,0,1,1,1,1,1,1,0,300,25,1,1,0,1411,477.42
"706",10,1,"White",0,1,1,0,1,0,0,NA,1,1,1,1,0,1,1400,28,1,1,0,1411,498.29
"707",11,1,"More than one race",1,1,1,1,1,1,1,1,1,0,0,1,1,0,550,21,1,1,0,1411,454.36
"708",10,0,"White",0,1,1,0,1,1,1,1,1,1,1,1,0,1,90,30,1,1,0,1411,506.25
"709",10,0,"More than one race",1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,20,1,1,0,1411,408.86
"710",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,30,1,1,0,1411,423.95
"711",10,0,"White",1,0,0,0,0,NA,NA,NA,1,1,1,1,0,0,0,NA,1,1,0,1411,366.2
"712",10,1,"White",1,1,1,0,1,0,0,1,1,1,1,1,1,0,600,30,1,1,0,1411,523.78
"713",10,1,"Black",1,0,1,NA,0,1,NA,1,1,1,1,1,1,0,300,20,1,1,0,1411,515.53
"714",10,0,"White",1,1,1,1,1,NA,NA,NA,1,1,1,1,1,0,450,28,1,1,0,1411,498.23
"715",10,0,"Hispanic",0,1,1,1,0,1,1,1,1,0,0,0,1,1,250,30,1,1,1,1763,546.61
"716",10,1,"Hispanic",0,0,0,0,0,1,0,1,1,1,0,1,1,0,255,30,1,1,1,1763,593.69
"717",10,1,"Hispanic",1,1,1,0,0,1,1,1,0,0,0,0,1,0,300,20,1,1,1,1763,524.58
"718",11,1,"Hispanic",1,1,0,0,0,NA,NA,NA,0,0,NA,NA,1,0,50,35,1,1,1,1763,320.48
"719",10,0,"Hispanic",1,1,0,0,1,1,0,1,1,0,0,0,1,0,275,35,1,1,1,1763,454.14
"720",10,1,"Hispanic",0,1,0,0,0,0,0,1,1,0,1,0,1,0,250,40,1,1,1,1763,429.03
"721",10,1,"Asian",1,1,1,1,1,1,1,1,0,0,0,0,1,0,275,35,1,1,1,1763,528.43
"722",11,1,"Hispanic",0,1,1,NA,1,1,NA,1,1,0,0,0,1,0,275,30,1,1,1,1763,602.51
"723",10,0,"Hispanic",0,1,1,0,1,1,0,0,1,0,0,0,1,1,275,40,1,1,1,1763,489.09
"724",11,0,"White",1,1,1,0,0,1,0,1,1,0,0,1,1,1,255,38,NA,1,1,1763,585.45
"725",11,1,"Hispanic",0,0,0,0,1,0,0,1,1,0,0,0,1,0,275,30,1,1,1,1763,574.53
"726",10,1,"Hispanic",1,1,0,0,1,0,0,1,1,0,0,0,1,1,120,20,1,1,1,1763,327.29
"727",10,1,"Asian",1,1,1,1,1,1,0,1,1,0,0,1,1,1,200,20,1,0,1,398,608.2
"728",11,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,200,27,1,0,1,398,467.09
"729",10,1,"White",1,NA,1,0,1,1,0,1,1,0,0,0,1,0,200,25,1,0,1,398,331.14
"730",11,1,"Hispanic",1,1,1,0,1,1,1,1,1,0,0,0,0,0,200,25,1,0,1,398,435.12
"731",11,1,"Asian",0,1,1,0,0,0,0,1,1,0,0,1,1,0,200,25,1,0,1,398,531.56
"732",10,1,"Hispanic",1,1,1,1,1,1,0,0,1,0,0,0,1,0,280,36,1,0,1,398,342.85
"733",11,1,"Hispanic",1,1,1,0,1,1,0,1,0,0,0,0,1,0,200,30,1,0,1,398,303.24
"734",11,0,"Hispanic",1,1,1,0,0,1,0,0,0,0,1,1,1,1,200,30,1,0,1,398,549.79
"735",11,1,"Native Hawaiian/Other Pacific Islander",0,1,1,1,1,1,1,1,1,0,0,1,1,0,200,25,1,0,1,398,621.03
"736",10,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,200,25,1,0,1,398,482.82
"737",10,1,"More than one race",1,1,1,1,1,1,1,1,1,0,1,1,1,0,200,30,1,0,1,398,465.5
"738",10,1,"Black",1,1,1,1,1,1,1,1,1,0,0,1,1,0,200,21,1,0,1,398,392.23
"739",10,1,"White",1,1,1,0,1,1,1,1,1,1,NA,1,NA,0,250,23,1,1,0,366,420.69
"740",10,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,1,225,23,1,1,0,366,532.07
"741",10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,225,19,1,1,0,366,359.69
"742",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,24,1,1,0,366,509.83
"743",10,1,"White",1,1,1,0,0,0,0,1,1,1,1,1,1,0,225,30,1,1,0,366,560.9
"744",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,0,0,45,NA,0,1,0,366,445.78
"745",10,1,"White",1,1,0,0,0,1,0,1,1,1,1,1,1,1,45,18,1,1,0,366,507.19
"746",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,15,1,1,0,366,454.6
"747",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,250,20,1,1,0,366,682.03
"748",10,0,"White",1,0,0,0,0,1,0,1,1,1,1,1,0,1,225,25,1,1,0,366,543.35
"749",11,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,366,551.61
"750",10,1,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,225,20,1,1,0,366,398.72
"751",10,1,"Hispanic",0,1,0,0,1,1,0,0,1,0,1,1,1,1,261,40,1,1,1,2966,555.21
"752",10,0,"White",1,1,NA,0,1,NA,0,1,1,1,1,1,1,0,270,35,1,1,1,2966,538.9
"753",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,1,270,30,1,1,1,2966,594.25
"754",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,285,30,1,1,1,2966,603.65
"755",10,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,270,35,1,1,1,2966,673.79
"756",11,0,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,1,720,30,1,1,1,2966,534.77
"757",10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,1,360,30,1,1,1,2966,638.6
"758",10,0,"White",1,1,1,1,1,1,0,0,1,1,1,1,1,1,180,25,1,1,1,2966,523.33
"759",11,1,"White",1,1,1,NA,1,1,1,1,1,1,1,1,1,0,270,30,1,1,1,2966,457.73
"760",10,0,"White",1,0,1,0,1,NA,NA,NA,1,1,NA,1,1,0,255,40,1,1,1,2966,383.04
"761",10,0,"White",0,1,1,1,1,1,1,0,1,1,1,1,1,1,270,32,1,1,1,2966,625.81
"762",11,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,270,30,1,1,1,2966,544.31
"763",10,1,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,1,360,30,1,1,1,2966,540.06
"764",10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,270,35,1,1,1,2966,554.41
"765",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,240,30,1,1,1,2966,658.7
"766",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,30,1,1,1,2966,454.2
"767",10,1,"White",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,270,35,1,1,1,2966,573.41
"768",9,1,"Hispanic",0,0,1,NA,1,NA,NA,NA,1,0,1,0,1,1,315,20,NA,1,0,1900,408.18
"769",10,0,"Hispanic",0,1,1,0,1,1,0,1,1,1,1,1,1,0,240,36,1,1,0,1900,486.79
"770",10,1,"Hispanic",1,1,0,0,0,0,0,1,1,0,1,0,1,0,300,30,1,1,0,1900,470.79
"771",10,1,"Hispanic",1,1,1,1,1,1,1,1,1,1,0,1,1,1,NA,25,1,1,0,1900,538.21
"772",10,1,"Hispanic",1,0,0,0,1,0,0,1,1,0,0,0,0,1,270,20,1,1,0,1900,480.17
"773",9,0,"Hispanic",1,0,1,1,1,1,1,1,0,0,0,1,1,1,30,20,NA,1,0,1900,281.44
"774",10,0,"Hispanic",1,0,0,NA,1,1,NA,1,1,0,1,NA,1,1,300,30,1,1,0,1900,528.81
"775",9,0,"Hispanic",0,1,0,0,1,0,0,0,1,0,0,0,0,0,60,20,1,1,0,1900,414.5
"776",11,0,"Hispanic",1,1,0,NA,0,0,NA,0,1,1,1,1,0,0,135,20,1,1,0,1900,506.49
"777",10,0,"Hispanic",0,1,1,0,1,1,0,1,1,1,0,1,1,1,245,22,1,1,0,1828,511.42
"778",10,1,"White",1,1,1,NA,1,1,NA,1,1,1,1,1,1,0,235,30,1,1,0,1828,385.9
"779",10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,225,35,1,1,0,1828,601.98
"780",10,1,"White",1,1,1,1,1,1,0,0,1,1,1,1,1,0,235,25,1,1,0,1828,652.53
"781",10,1,"White",0,1,1,0,1,1,0,0,1,1,1,1,1,0,235,25,1,1,0,1828,581.98
"782",10,0,"White",1,1,1,0,0,1,1,0,1,1,1,1,1,0,235,25,1,1,0,1828,636.53
"783",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,30,1,1,0,1828,581.42
"784",9,0,"Hispanic",0,0,0,0,0,0,0,1,1,0,0,0,1,1,275,30,1,1,1,NA,448.82
"785",11,1,"Asian",0,1,1,0,1,1,1,1,1,0,0,0,1,0,275,35,1,1,1,NA,560.18
"786",11,1,"Hispanic",0,0,1,0,1,1,1,1,1,0,0,1,1,0,300,35,1,1,1,NA,287.53
"787",9,0,"Hispanic",1,0,0,0,0,0,0,0,1,0,0,0,1,0,47,23,1,1,1,NA,311.15
"788",10,1,"Hispanic",0,0,0,0,0,1,0,1,0,0,0,0,1,0,270,38,1,1,1,NA,374.43
"789",10,0,"Hispanic",1,1,0,0,1,1,0,0,1,0,0,0,1,0,50,30,1,1,1,NA,382.72
"790",10,1,"Hispanic",0,0,1,0,1,1,0,1,1,1,1,NA,1,0,275,30,1,1,1,NA,391.67
"791",11,1,"Hispanic",1,1,1,0,1,1,0,NA,1,0,0,1,1,0,50,30,1,1,1,NA,340.52
"792",11,0,"Native Hawaiian/Other Pacific Islander",1,1,1,0,1,0,0,1,0,0,0,1,1,1,280,30,1,1,1,NA,460.97
"793",10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,285,30,1,1,1,NA,369.22
"794",10,0,"Hispanic",1,1,1,NA,1,0,NA,1,1,0,0,0,1,1,265,40,0,1,1,NA,490.92
"795",10,1,"Black",1,1,1,1,1,1,1,1,0,0,0,1,1,0,250,30,1,1,1,NA,511.68
"796",11,0,"Asian",1,1,1,1,1,1,1,1,1,0,0,1,1,1,300,30,1,1,1,NA,609.29
"797",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,250,20,1,1,0,754,475.59
"798",9,1,"White",0,0,1,0,1,1,0,0,1,1,1,1,0,0,100,20,NA,1,0,754,382.13
"799",10,1,"Hispanic",0,0,0,0,0,0,0,1,1,0,0,0,1,0,280,17,1,1,0,754,415.72
"800",11,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,0,1,250,30,1,1,0,754,605.55
"801",10,0,"Native Hawaiian/Other Pacific Islander",0,1,1,1,1,1,NA,0,1,1,1,1,1,1,50,30,NA,1,0,754,533.82
"802",9,0,"White",1,0,1,0,0,NA,NA,NA,1,1,1,1,1,0,300,30,1,1,0,754,364.37
"803",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,200,NA,NA,1,0,754,461.29
"804",10,0,"Hispanic",0,1,1,0,1,0,0,1,1,0,0,0,0,0,NA,24,1,1,0,754,426.49
"805",11,0,"Black",0,0,1,NA,0,1,1,0,1,1,1,1,1,1,50,28,1,1,1,1392,466.93
"806",10,1,"Black",1,1,NA,NA,1,NA,NA,1,1,1,1,1,1,0,50,18,1,1,1,1392,355.03
"807",10,0,"Black",1,1,1,1,1,1,0,1,1,1,1,1,1,0,250,30,1,1,1,1392,511.73
"808",10,1,"Black",0,1,1,0,1,1,0,1,1,1,1,1,1,0,275,25,1,1,1,1392,419.32
"809",11,1,"Black",1,1,1,1,1,0,0,1,1,1,1,1,1,0,250,26,1,1,1,1392,434.4
"810",10,1,"Black",1,1,1,0,1,1,0,0,1,1,1,1,1,0,385,15,1,1,1,1392,251.21
"811",10,0,"Black",1,0,1,NA,1,1,NA,1,1,1,1,1,1,0,48,25,1,1,1,1392,433.96
"812",10,1,"Black",0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,NA,275,30,NA,1,1,1392,595.77
"813",10,0,"Black",0,1,1,0,1,1,0,1,1,1,1,1,1,NA,52,20,1,1,1,1392,450.96
"814",9,0,"White",0,0,1,0,1,1,0,0,1,1,1,1,1,0,225,30,1,1,0,1250,405.76
"815",9,1,"White",1,0,1,0,0,1,0,1,1,1,1,1,1,0,235,30,1,1,0,1250,448.19
"816",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,18,1,1,0,1250,445.88
"817",10,0,"White",1,1,1,0,0,1,0,0,1,1,1,1,1,1,300,20,1,1,0,1250,339.35
"818",10,0,"Native Hawaiian/Other Pacific Islander",0,1,1,0,0,1,0,1,1,0,0,1,1,0,300,30,1,1,1,3164,450.25
"819",9,0,"Hispanic",1,0,0,0,0,0,0,0,0,0,0,0,1,0,250,30,1,1,1,3164,512.61
"820",10,0,"White",0,1,1,0,0,1,0,1,1,0,0,1,1,0,250,30,1,1,1,3164,372.79
"821",10,1,"White",1,0,0,0,1,0,0,1,1,0,0,1,1,0,285,21,1,1,1,3164,351.66
"822",10,0,"Asian",0,1,1,0,0,1,0,1,1,0,0,0,1,0,250,30,1,1,1,3164,476.38
"823",10,1,"Hispanic",0,1,0,0,0,0,0,1,1,0,1,1,1,1,250,40,1,1,1,3164,559.38
"824",10,1,"White",0,0,1,NA,0,1,NA,1,1,1,1,1,1,0,275,30,1,1,1,3164,401.69
"825",11,1,"Hispanic",1,1,0,0,0,1,0,0,1,1,1,1,0,1,330,30,1,1,1,3164,565.87
"826",11,0,"Hispanic",1,1,1,1,0,NA,NA,NA,1,1,NA,1,1,0,60,NA,1,1,1,3164,378.43
"827",11,0,"Hispanic",0,1,1,0,1,0,0,1,0,0,0,0,1,0,275,29,1,1,1,3164,518.41
"828",10,1,"Hispanic",0,1,0,0,1,NA,NA,NA,1,0,NA,1,1,0,290,30,1,1,1,3164,367.62
"829",10,0,"Hispanic",1,1,0,0,0,0,0,1,1,0,0,1,1,1,56,35,1,1,1,3164,517.14
"830",10,1,"White",1,1,NA,NA,1,NA,0,1,1,1,1,1,1,0,220,25,1,1,0,2098,486.83
"831",10,0,"Hispanic",1,1,1,NA,1,1,NA,1,1,1,0,1,1,0,220,12,1,1,0,2098,422.52
"832",10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,220,20,1,1,0,2098,675.3
"833",11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,45,20,1,1,0,2098,500.45
"834",10,1,"Asian",1,1,1,1,0,1,1,1,1,0,0,1,1,1,215,20,1,1,0,2098,553.12
"835",11,0,"White",1,NA,1,1,0,NA,1,1,1,1,1,1,1,0,220,19,1,1,0,2098,517.06
"836",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,220,21,1,1,0,2098,547.27
"837",10,1,"White",NA,NA,1,0,0,1,1,1,1,0,1,1,1,1,225,15,1,1,0,2098,686.68
"838",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,220,16,1,1,0,2098,487.15
"839",10,0,"White",1,1,1,1,0,1,0,1,1,1,1,1,1,0,225,25,1,1,0,2098,611.35
"840",10,0,"White",0,1,1,0,0,1,1,1,1,1,1,1,1,0,220,20,1,1,0,2098,538.43
"841",10,0,"Hispanic",1,1,0,0,0,1,0,0,1,1,1,1,1,0,270,35,NA,1,1,2255,560.67
"842",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,30,1,1,1,2255,490.76
"843",11,1,"Asian",0,1,1,0,1,1,1,1,0,0,0,0,1,0,300,25,NA,1,1,2255,543.18
"844",10,1,"Black",1,1,1,0,1,1,NA,1,1,1,1,1,1,1,200,30,NA,1,1,2255,532.2
"845",10,0,"American Indian/Alaska Native",1,0,1,0,1,1,0,1,1,1,1,1,1,0,390,30,1,1,1,2255,377.88
"846",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,300,25,1,1,1,2255,646.78
"847",10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,270,25,1,1,1,2255,457.79
"848",10,1,"Black",1,1,0,0,1,0,0,1,1,1,1,1,1,0,300,32,1,1,1,2255,506.15
"849",11,1,"More than one race",1,0,1,1,1,1,1,1,1,1,1,1,1,0,300,30,1,1,1,2255,347.74
"850",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,300,30,1,1,1,2255,529.96
"851",10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,360,30,1,1,1,2255,515.07
"852",11,0,"Hispanic",1,1,1,NA,1,1,NA,1,1,1,1,1,NA,1,480,30,1,1,1,2255,470.19
"853",10,1,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,40,1,1,1,2255,494.36
"854",9,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,1,60,30,1,1,1,2255,462.16
"855",10,1,"More than one race",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,1,2162,585.11
"856",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,20,1,1,1,2162,500.93
"857",10,0,"Black",1,1,0,0,1,NA,NA,NA,1,1,1,1,1,0,485,25,1,1,1,2162,418.47
"858",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,20,1,1,1,2162,483.46
"859",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,275,28,1,1,1,2162,594.57
"860",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,300,20,1,1,1,2162,677.62
"861",10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,300,15,1,1,1,2162,514.8
"862",10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,275,30,1,1,1,2162,668.55
"863",10,1,"Hispanic",0,1,1,0,1,1,0,1,1,1,1,1,1,0,270,20,1,1,0,1489,505.67
"864",11,0,"White",1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,270,21,1,1,0,1489,556.78
"865",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,21,1,1,0,1489,611.89
"866",10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,1,270,20,1,1,0,1489,509.67
"867",10,1,"Hispanic",1,0,0,0,1,1,0,1,1,0,0,0,1,0,270,30,1,1,0,1489,462.78
"868",11,0,"Hispanic",1,0,1,0,0,1,0,1,0,0,0,0,1,0,270,20,1,1,0,1489,355.71
"869",10,1,"Black",0,1,1,0,1,NA,NA,NA,1,1,1,1,1,0,270,25,1,1,0,1489,517.53
"870",10,1,"Hispanic",1,0,1,0,0,1,0,1,1,0,0,1,1,0,180,15,1,1,0,1489,423.25
"871",10,1,"Black",1,1,1,1,0,1,0,1,1,1,1,1,0,1,270,NA,1,1,0,1489,382.53
"872",10,0,"White",0,1,1,0,1,1,0,0,1,1,1,1,1,0,540,30,1,1,0,1489,590.46
"873",9,0,"White",0,0,1,0,1,1,0,0,1,1,1,1,1,0,225,9,1,0,0,120,530.4
"874",10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,250,15,1,0,0,120,572.66
"875",11,0,"White",1,1,1,NA,1,1,1,0,1,1,1,1,1,0,275,23,1,1,0,2000,648.37
"876",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,30,1,1,0,2000,524.26
"877",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,275,25,1,1,0,2000,482.9
"878",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,275,24,1,1,0,2000,666.48
"879",11,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,275,24,1,1,0,2000,609.05
"880",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,28,1,1,0,2000,534.06
"881",11,0,"Asian",1,1,1,1,1,1,1,1,0,0,0,1,1,0,250,20,1,1,0,2000,562.65
"882",10,1,"White",0,1,0,0,1,0,0,1,0,0,0,0,1,0,300,24,1,1,0,2000,317.59
"883",10,1,"White",0,1,1,0,0,1,0,1,0,0,0,0,1,1,300,14,1,1,0,2000,448.75
"884",11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,30,1,1,0,2000,622.55
"885",11,1,"White",1,1,1,0,0,1,1,1,1,0,1,1,1,1,275,20,1,1,0,2000,535.41
"886",10,1,"White",0,1,1,1,1,1,NA,0,0,0,0,0,1,0,330,20,1,1,0,2000,462.62
"887",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,30,1,1,0,2000,491.07
"888",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,25,1,1,0,2000,581.16
"889",10,0,"Asian",0,1,1,1,1,1,1,1,0,0,0,0,1,0,275,30,1,1,0,2000,662.83
"890",11,0,"Asian",1,1,1,1,1,1,1,0,1,0,0,1,1,0,275,24,1,1,0,2000,736.23
"891",9,1,"Hispanic",0,1,1,0,1,0,0,0,1,0,0,1,1,0,360,20,1,1,1,2886,376.44
"892",11,0,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,0,360,30,1,1,1,2886,707.79
"893",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,360,30,1,1,1,2886,640.03
"894",9,1,"Hispanic",0,1,0,0,0,0,0,1,0,0,0,0,1,0,360,16,1,1,1,2886,413.55
"895",10,1,"Hispanic",0,1,1,1,1,1,1,1,0,0,0,0,1,1,NA,35,1,1,1,2886,611.89
"896",10,0,"Hispanic",0,1,1,1,1,0,0,1,1,0,0,0,1,1,360,30,1,1,1,2886,581.48
"897",10,1,"Hispanic",1,1,1,0,1,1,1,1,0,0,0,0,1,1,360,25,1,1,1,2886,560.98
"898",10,0,"Hispanic",0,1,1,1,0,1,0,1,0,0,0,0,1,1,120,30,1,1,1,2886,505.14
"899",10,0,"Hispanic",1,1,1,0,1,1,1,1,0,0,0,0,1,0,270,22,1,1,1,2886,632.01
"900",10,0,"Hispanic",0,0,0,1,0,0,1,1,0,0,0,0,1,0,15,30,1,1,1,2886,380.34
"901",9,0,"Hispanic",1,1,1,NA,1,1,NA,1,NA,0,0,0,1,0,120,30,1,1,1,2886,358.02
"902",10,1,"Black",0,1,1,0,1,1,1,1,1,1,0,1,1,0,230,25,1,1,0,1897,600.26
"903",10,0,NA,0,0,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,25,20,1,1,0,1897,505.7
"904",11,1,"White",1,1,1,1,1,1,NA,1,1,1,1,1,1,0,240,25,1,1,0,1897,533.24
"905",9,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,225,25,1,1,0,1897,530.44
"906",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,240,26,1,1,0,1897,611.59
"907",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,28,1,1,0,1897,589.19
"908",9,1,"Hispanic",0,0,1,0,1,1,1,1,0,0,1,1,1,0,220,30,NA,1,0,1897,429.19
"909",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,240,24,1,1,0,1897,645.48
"910",11,0,"White",NA,1,1,0,1,1,NA,1,1,1,1,1,1,NA,200,30,1,1,0,1897,600.23
"911",10,0,"White",1,1,0,1,1,0,0,1,0,0,0,0,1,0,300,29,1,1,0,1897,644.24
"912",11,1,"Hispanic",1,1,NA,0,NA,NA,0,1,0,0,0,0,1,0,225,20,1,1,1,3000,467.26
"913",10,1,"Hispanic",1,1,1,0,0,NA,NA,NA,1,0,NA,1,1,1,225,28,1,1,1,3000,452.11
"914",9,0,"Asian",1,0,1,1,1,1,1,1,1,0,0,0,1,0,NA,29,1,1,1,3000,346.5
"915",10,1,"White",1,1,1,0,0,0,0,0,1,1,1,1,1,0,90,20,1,1,0,2569,541.18
"916",11,1,"Hispanic",1,1,0,0,1,1,0,1,1,0,0,0,1,0,450,25,1,1,0,2569,514.4
"917",10,1,"Hispanic",1,1,0,0,0,0,0,0,1,0,0,0,1,0,450,25,1,1,0,2569,420.69
"918",10,0,"Hispanic",0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,NA,1,1,0,2569,441.11
"919",11,1,"Hispanic",1,0,0,0,1,0,0,1,0,0,0,0,NA,0,NA,25,1,1,0,2569,423.49
